aspect,worker,time,rating
you not feeling anxious,AW47048901175,1502426301230,64
your emotional stability,AW47048901175,1502426301339,85
your health,AW47048901175,1502426301408,86
your knowledge skills and access to information,AW47048901175,1502426301502,84
your mental health,AW47048901175,1502426301580,92
your physical fitness,AW47048901175,1502426301662,77
your physical safety and security,AW47048901175,1502426301724,86
your sense of connection with other people,AW47048901175,1502426301838,79
how happy you feel,AW14358770989,1501577216000,100
how much you like your home house or apartment,AW14358770989,1501577216110,100
how satisfied you are with your life,AW14358770989,1501577216200,100
the extent to which you feel the things you do in your life are worthwhile,AW14358770989,1501577216271,100
the quality of your sleep,AW14358770989,1501577216336,87
you being a good moral person and living according to your personal values,AW14358770989,1501577216440,87
you being able to spend enough time with the ones you love,AW14358770989,1501577216516,99
you being able to support your family financially,AW14358770989,1501577216597,100
you feeling that your work has value,AW14358770989,1501577216686,100
you not feeling anxious,AW14358770989,1501577216746,79
your emotional stability,AW14358770989,1501577216854,98
your health,AW14358770989,1501577216951,100
your knowledge skills and access to information,AW14358770989,1501577217060,88
your mental health,AW14358770989,1501577217135,94
your physical fitness,AW14358770989,1501577217215,98
your physical safety and security,AW14358770989,1501577217329,100
your sense of connection with other people,AW14358770989,1501577217393,96
how happy you feel,AW60382498478,1501185441792,39
how much you like your home house or apartment,AW60382498478,1501185441887,38
how satisfied you are with your life,AW60382498478,1501185441976,28
the extent to which you feel the things you do in your life are worthwhile,AW60382498478,1501185442059,37
the quality of your sleep,AW60382498478,1501185442147,42
you being a good moral person and living according to your personal values,AW60382498478,1501185442240,64
you being able to spend enough time with the ones you love,AW60382498478,1501185442325,49
you being able to support your family financially,AW60382498478,1501185442428,15
you feeling that your work has value,AW60382498478,1501185442504,35
you not feeling anxious,AW60382498478,1501185442621,35
your emotional stability,AW60382498478,1501185442731,44
your health,AW60382498478,1501185442812,46
your knowledge skills and access to information,AW60382498478,1501185442919,60
your mental health,AW60382498478,1501185442982,51
your physical fitness,AW60382498478,1501185443096,31
your physical safety and security,AW60382498478,1501185443193,52
your sense of connection with other people,AW60382498478,1501185443292,32
how happy you feel,AW5095020288,1483336318976,68
how much you like your home house or apartment,AW5095020288,1483336319045,65
how satisfied you are with your life,AW5095020288,1483336319122,67
the extent to which you feel the things you do in your life are worthwhile,AW5095020288,1483336319241,68
the quality of your sleep,AW5095020288,1483336319350,65
you being a good moral person and living according to your personal values,AW5095020288,1483336319448,76
you being able to spend enough time with the ones you love,AW5095020288,1483336319531,70
you being able to support your family financially,AW5095020288,1483336319619,54
you feeling that your work has value,AW5095020288,1483336319682,64
you not feeling anxious,AW5095020288,1483336319748,55
your emotional stability,AW5095020288,1483336319839,66
your health,AW5095020288,1483336319941,67
your knowledge skills and access to information,AW5095020288,1483336320006,78
your mental health,AW5095020288,1483336320107,71
your physical fitness,AW5095020288,1483336320177,57
your physical safety and security,AW5095020288,1483336320267,69
your sense of connection with other people,AW5095020288,1483336320373,53
how happy you feel,AW40574835773,1493445771264,78
how much you like your home house or apartment,AW40574835773,1493445771341,73
how satisfied you are with your life,AW40574835773,1493445771422,78
the extent to which you feel the things you do in your life are worthwhile,AW40574835773,1493445771486,79
the quality of your sleep,AW40574835773,1493445771600,71
you being a good moral person and living according to your personal values,AW40574835773,1493445771695,81
you being able to spend enough time with the ones you love,AW40574835773,1493445771778,74
you being able to support your family financially,AW40574835773,1493445771846,69
you feeling that your work has value,AW40574835773,1493445771925,75
you not feeling anxious,AW40574835773,1493445772022,64
your emotional stability,AW40574835773,1493445772091,72
your health,AW40574835773,1493445772151,78
your knowledge skills and access to information,AW40574835773,1493445772242,78
your mental health,AW40574835773,1493445772348,79
your physical fitness,AW40574835773,1493445772410,71
your physical safety and security,AW40574835773,1493445772499,77
your sense of connection with other people,AW40574835773,1493445772602,68
how happy you feel,AW25272493004,1502478467072,58
how much you like your home house or apartment,AW25272493004,1502478467185,57
how satisfied you are with your life,AW25272493004,1502478467281,55
the extent to which you feel the things you do in your life are worthwhile,AW25272493004,1502478467376,62
the quality of your sleep,AW25272493004,1502478467454,50
you being a good moral person and living according to your personal values,AW25272493004,1502478467515,66
you being able to spend enough time with the ones you love,AW25272493004,1502478467627,56
you being able to support your family financially,AW25272493004,1502478467745,50
you feeling that your work has value,AW25272493004,1502478467827,53
you not feeling anxious,AW25272493004,1502478467938,37
your emotional stability,AW25272493004,1502478468041,55
your health,AW25272493004,1502478468122,61
your knowledge skills and access to information,AW25272493004,1502478468220,63
your mental health,AW25272493004,1502478468329,60
your physical fitness,AW25272493004,1502478468413,51
your physical safety and security,AW25272493004,1502478468503,64
your sense of connection with other people,AW25272493004,1502478468571,48
how happy you feel,AW59487028968,1483431477248,23
how much you like your home house or apartment,AW59487028968,1483431477338,19
how satisfied you are with your life,AW59487028968,1483431477455,18
the extent to which you feel the things you do in your life are worthwhile,AW59487028968,1483431477560,30
the quality of your sleep,AW59487028968,1483431477625,22
